Name;Rechtsform;Strasse;PLZ;Ort;Bundesland;Telefon;Email;Website;MastrNummer;TAB_Niederspannung_Link;TAB_Typ;TAB_Stand;TAB_Ergaenzung_Link;Anmeldeportal;Planauskunft_Link;Link_geprueft;Link_Status;Quelle;Recherche_Datum;Anmerkung
enercity Netz GmbH;GmbH;Auf der Papenburg 18;30459;Hannover;NI;0800 225 5005;info@enercity-netz.de;https://www.enercity-netz.de;SNB971746988153;https://www.enercity-netz.de/assets/cms/eng/partner/installateure/technische-anschlussbedingungen-niederspannung/niederspannung-netzanschluss.pdf;BDEW_Muster;"n/a - Dokument ""Richtlinie Niederspannungs-Netzanschlüsse"", genaues Stand-Datum nicht verifiziert (Beiblatt zur TAB NS Nord 2019 existiert separat)";n/a;n/a;n/a;n/a;n/a;"https://www.enercity-netz.de/kontakt | https://www.enercity-netz.de/partner/installateure; MaStR Gesamtdatenexport 2026-09-18 (SNB971746988153)";2026-09-18;Netzbetreiber für Hannover und die Region. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber
EVI Energieversorgung Hildesheim GmbH & Co. KG;GmbH & Co. KG;Rathausstraße (Hausnummer nicht verifiziert);31137;Hildesheim;NI;+49 5121 508-0;abrechnung-einspeisung@evi-hildesheim.de;https://www.evi-netz.de;SNB980449174619;https://www.evi-netz.de/hildesheimGips/Hildesheim/__attic__20260311_171146__evi-netz.de/Netzservice/Netzanschlussbedingungen/Netzanschlussbedingungen/210610-TAB-NS-Nord-2019-v-20191127.pdf;BDEW_Muster;TAB NS Nord 2019 (Basisversion vom 27.11.2019), Ergänzende Bedingungen dazu mit Stand 01.03.2023;n/a;Netzanschlussportal - https://www.evi-netz.de/netzportal , Installateurportal - https://www.evi-netz.de/installateurportal;n/a;n/a;n/a;"https://www.evi-netz.de/netz/Service/Kontakt/ | https://www.evi-netz.de/netz/Anschliessen/Netzanschlussbedingungen.html; MaStR Gesamtdatenexport 2026-09-18 (SNB980449174619)";2026-09-18;"Entspricht dem in der Aufgabenstellung genannten ""Stadtwerke Hildesheim Netz"" - stadtwerke-hildesheim.de leitet inhaltlich auf evi-netz.de/EVI-Inhalte um. Genaue Hausnummer der Adresse nicht zweifelsfrei verifiziert - bitte prüfen. | MaStR-Stammdaten ergaenzt: PLZ, Email | MaStR-Rollen: Anschlussnetzbetreiber"
Stadtwerke Leer, AöR;AöR (Anstalt des öffentlichen Rechts);Schleusenweg 16;26789;Leer (Ostfriesland);NI;0491 9277-00;n/a;https://www.stadtwerke-leer.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://leer.de/Stadt-Leben/Leben-in-Leer/Stadtwerke-Leer/;2026-09-18;"Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
"Lüneburg - Klärungshinweis (kein bestätigter eigenständiger VNB ""Stadtwerke Lüneburg Netz"")";n/a;n/a;n/a;Lüneburg;NI;n/a;n/a;n/a;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://kommunal.avacon.de/de/lueneburg/aktuell.html | https://www.mynewsdesk.com/de/avacon/pressreleases/strom-waerme-und-wasser-avacon-buendelt-baumassnahmen-und-modernisiert-die-energie-infrastruktur-in-der-lueneburger-innenstadt-3328296;2026-09-18;"WICHTIG - weicht vom vorgegebenen Startpunkt ab: Es konnte KEINE eigenständige Firma ""Stadtwerke Lüneburg Netz GmbH"" identifiziert werden. Presse-/Avacon-Quellen deuten darauf hin, dass das Stromverteilnetz in der Stadt Lüneburg von der Avacon Netz GmbH betrieben wird, ""Lünestrom"" scheint nur eine Vertriebs-/Liefermarke zu sein, kein Netzbetreiber. Bitte vor Nutzung in der Datenbank direkt gegenprüfen (z.B. Marktstammdatenregister der Bundesnetzagentur oder Stadt Lüneburg). | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Stadtwerke Nienburg/Weser GmbH;GmbH;An der Breiten Riede 9;31582;Nienburg/Weser;NI;05021 9775-0;n/a;https://www.stadtwerke-nienburg.de;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.stadtwerke-nienburg.de/impressum;2026-09-18;"Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Wirtschaftsbetriebe der Stadt Norden GmbH -Stadtwerke Norden-;GmbH;Feldstraße 10;26506;Norden;NI;04931/926-100;info@stadtwerke-norden.de;https://stadtwerke-norden.de;SNB919649671758;https://stadtwerke-norden.de/wp-content/uploads/downloadcenter/strom/Technische-Anschlussbedingungen-TAB-NS-Nord-2023-ab-01.01.2025.pdf;BDEW_Muster;TAB NS Nord 2023, gültig ab 01.01.2025;n/a;n/a;n/a;n/a;n/a;"WebSearch-Ergebnis (Suchtitel des PDF-Dokuments); MaStR Gesamtdatenexport 2026-09-18 (SNB919649671758)";2026-09-18;Adresse/Telefon konnten in der verfügbaren Zeit nicht verifiziert werden - bitte auf Website nachschlagen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email | MaStR-Rollen: Anschlussnetzbetreiber
nvb Nordhorner Versorgungsbetriebe GmbH;GmbH;Gildkamp 10;48529;Nordhorn;NI;05921 3012-22;kundenservice@nvb.de;https://nvb-netz.de;SNB945532057606;n/a - vermutlich unter https://nvb-netz.de/veroffentlichungen/ zu finden, nicht direkt verifiziert;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.nvb.de/impressum/ | https://nvb-netz.de/unsere-netze/; MaStR Gesamtdatenexport 2026-09-18 (SNB945532057606)";2026-09-18;"Eigene Netz-Marke ""nvb-netz.de"" neben Vertriebsmarke ""nvb.de"". | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig"
SWN Stadtwerke Northeim GmbH;GmbH;Am Mühlenanger 1;37154;Northeim;NI;05551 6005-0;info@stadtwerke-northeim.de;https://www.stadtwerke-northeim.de;SNB960060046328;n/a - Beiblatt zur TAB 2023 v2.0 (gültig ab 01.01.2026) im Downloadcenter erwähnt, direkter PDF-Link nicht verifiziert;Unbekannt;TAB 2023 v2.0, gültig ab 01.01.2026 (laut Downloadcenter-Liste);n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-northeim.de/service/downloadcenter; MaStR Gesamtdatenexport 2026-09-18 (SNB960060046328)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
EWE NETZ GmbH;GmbH;Cloppenburger Str. 302;26133;Oldenburg;NI;0441 4808-0;info@ewe-netz.de;https://www.ewe-netz.de;SNB951051725711;https://www.ewe-netz.de/-/media/ewe-netz/downloads/2024_07_22_ewe_netz_tab-ns.pdf;BDEW_Muster;22.07.2024;n/a;Einspeiser-Anmeldeportal (DEA) - https://dea.ewe-netz.de/;n/a;n/a;n/a;"https://kip.ewe-netz.de/impressum | https://www.ewe-netz.de/einspeiser/service/downloads | https://www.ewe-netz.de/privatkunden/strom/ihr-hausanschluss/downloads; MaStR Gesamtdatenexport 2026-09-18 (SNB951051725711)";2026-09-18;Großer Flächen-VNB Nordwest-Niedersachsen (Oldenburg, Ostfriesland, Weser-Ems). | MaStR-Rollen: Anschlussnetzbetreiber
SWO Netz GmbH;GmbH;Alte Poststraße 9;49074;Osnabrück;NI;0541 2002 2105;info@swo-netz.de;https://www.swo-netz.de;SNB943662886851;https://www.enwg-veroeffentlichungen.de/swo/Netze/Stromnetz/Netzanschluss/Technische-Mindestanforderungen-SWO-NS-2023-202602.pdf;BDEW_Muster;Technische Mindestanforderungen zur TAB NS Nord 2023 v2.0, Stand 02/2026;n/a;SWO Netzportal - https://netzportal.swo-netz.de/;n/a;n/a;n/a;"https://www.swo-netz.de/impressum | https://www.swo-netz.de/service/netzanschlussbedingungen-netzportal; MaStR Gesamtdatenexport 2026-09-18 (SNB943662886851)";2026-09-18;Netzbetreiber für Osnabrück. | MaStR-Rollen: Anschlussnetzbetreiber
Harz Energie Netz GmbH;GmbH;Lasfelder Straße 10;37520;Osterode am Harz;NI;05522 503-0 (Kundenservice: 05522 503-8800);n/a - nur Kontaktformular gefunden;https://www.harzenergie-netz.de;SNB984607096621;https://www.harzenergie-netz.de/de/Ueber-uns/Veroeffentlichungen-EnWG-Veroeffentlichungen-/Stromnetz/Netzanschluss/BDEW-Bundesmusterwortlaut-TAB-Niederspannung-2026-TAB-NS.pdf;BDEW_Muster;BDEW-Bundesmusterwortlaut TAB Niederspannung, gültig ab 01.09.2026 (vorherige TAB NS Nord 2023 galt bis 31.08.2026);n/a;n/a;n/a;n/a;n/a;"https://www.harzenergie-netz.de/kontakt | https://www.harzenergie-netz.de/de/Ueber-uns/Veroeffentlichungen-EnWG-Veroeffentlichungen-/Stromnetz/Netzanschluss.html; MaStR Gesamtdatenexport 2026-09-18 (SNB984607096621)";2026-09-18;Versorgt/betreibt Infrastruktur in über 100 Kommunen im Harz-Raum. | MaStR-Rollen: Anschlussnetzbetreiber
Stadtwerke Peine GmbH;GmbH;Woltorfer Straße 64;31224;Peine;NI;05171 46-460;frank.bode@stadtwerke-peine.de;https://www.stadtwerke-peine.de;SNB954026274702;https://www.stadtwerke-peine.de/files/6265-3-0-c042/Beiblatt%20SWP%20TAB%20NS%20Nord%202023%20V2.0.pdf;BDEW_Muster;Beiblatt TAB NS Nord 2023 V2.0;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-peine.de/netz/stromnetz | https://www.enwg-veroeffentlichungen.de/peine/Netze/; MaStR Gesamtdatenexport 2026-09-18 (SNB954026274702)";2026-09-18;Adresse/Telefon nicht verifiziert - bitte auf stadtwerke-peine.de/service/impressum nachschlagen. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email | MaStR-Rollen: Anschlussnetzbetreiber
WEVG Salzgitter GmbH & Co. KG;GmbH & Co. KG;n/a;n/a;Salzgitter;NI;+49 5341 408-111;info@wevg.com;https://www.wevg.com;n/a;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;https://www.wevg.com/;2026-09-18;"Auf der Website nicht ausdrücklich als Betreiber des Stromverteilnetzes (Niederspannung) bestätigt - unbedingt prüfen, ob WEVG tatsächlich VNB in Salzgitter ist oder das Netz z.B. über Avacon läuft. | Kein sicherer MaStR-Match; TAB/Portal ggf. Website-Recherche | TAB/Portal: Website-Recherche noetig"
Stadtwerke Stade GmbH;GmbH;Hansestraße 18;21682;Stade;NI;04141 404 0;energie@stadtwerke-stade.de;https://www.stadtwerke-stade.de;SNB975659838086;https://www.stadtwerke-stade.de/fileadmin/Assets/Downloads/Netzdaten/Netzdaten_Strom/Netzanschluss_Strom/Stadtwerke-Stade_Downloads_Netzanschluss-StromTechnische_Anschlussbedingungen_fuer_den_Anschluss_an_das_Niederspannungsnetz_der_Stadtwerke_Stade_GmbH_Stand_08-2019.PDF;Unbekannt;Stand 08/2019 - möglicherweise inzwischen aktualisiert, bitte auf Aktualität prüfen;n/a;n/a;Online-Planauskunft - https://netz.stadtwerke-stade.de/;n/a;n/a;"https://www.stadtwerke-stade.de/energie/hausanschluss | https://netz.stadtwerke-stade.de/unternehmen/download-center; MaStR Gesamtdatenexport 2026-09-18 (SNB975659838086)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Uslar;GmbH;Alleestraße 6;37170;Uslar;NI;+49 5571 9259-0;info@stadtwerke-uslar.de;https://stadtwerke-uslar.de;SNB925861098273;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://stadtwerke-uslar.de/impressum/; MaStR Gesamtdatenexport 2026-09-18 (SNB925861098273)";2026-09-18;Nur sehr knapp recherchiert (Zeitgründe) - Name/Website bestätigt, alle übrigen Felder nicht verifiziert. Vor Nutzung eigenständig nachrecherchieren. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email, Rechtsform | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Verden GmbH;GmbH;Weserstraße 26;27283;Verden;NI;04231 915-0;info@stadtwerke-verden.de;https://www.stadtwerke-verden.de;SNB962996832648;n/a - Veröffentlichungspflichten-Seite vorhanden, direkter TAB-NS-PDF-Link nicht verifiziert;Unbekannt;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-verden.de/ueber-uns/impressum.html | https://www.stadtwerke-verden.de/privatkunden/netzzugang/stromnetz/veroeffentlichungspflichten.html; MaStR Gesamtdatenexport 2026-09-18 (SNB962996832648)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Böhmetal GmbH (Walsrode);GmbH;Poststraße 4;29664;Walsrode;NI;+49 5161 6001-400;info@swbt.de;https://www.swbt.de;SNB930423383254;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.swbt.de/ | https://swbt-netz.de/Strom/Netzanschluss/; MaStR Gesamtdatenexport 2026-09-18 (SNB930423383254)";2026-09-18;"Ehemals ""Stadtwerke Walsrode"", jetzt umbenannt in ""Stadtwerke Böhmetal GmbH"", Netz-Unterseite unter swbt-netz.de. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig"
GEW Wilhelmshaven GmbH;GmbH;Nahestraße 6;26382;Wilhelmshaven;NI;+49 4421 404-404;service@gew-wilhelmshaven.de;https://www.gew-wilhelmshaven.de;SNB920157746937;https://www.gew-wilhelmshaven.de/media/download/2024_12_17_gew_tab-ns-1.pdf;Unbekannt;17.12.2024;n/a;n/a;n/a;n/a;n/a;"https://www.gew-wilhelmshaven.de/unternehmen/ansprechpartner/ | https://www.gew-wilhelmshaven.de/netze/strom/; MaStR Gesamtdatenexport 2026-09-18 (SNB920157746937)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Winsen (Luhe) GmbH;GmbH;Schloßring 50;21423;Winsen (Luhe);NI;04171-7999510;stefanie.koehn@stw-winsen.de;https://www.stw-winsen.de;SNB972723368326;https://stw-winsen.netzveroeffentlichung.com/fileadmin/Stadtwerke_Winsen/Stromnetz/Netzanschluss/Technische_Anforderungen/Allgemeines/SWWL_02b_TAB_Niederspannung_Beiblatt.pdf;BDEW_Muster;Beiblatt zur TAB NS Nord 2019;n/a;Inbetriebnahmeportal - https://inbetriebnahmeportal.stw-winsen.de/;n/a;n/a;n/a;"https://www.stw-winsen.de/de/Kopfnavigation/Netze1/EnWG/Stromnetz/; MaStR Gesamtdatenexport 2026-09-18 (SNB972723368326)";2026-09-18;Adresse/Telefon nicht verifiziert. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber
Stadtwerke Wolfenbüttel (Netzgesellschaft, genauer Firmenwortlaut nicht verifiziert);GmbH (vermutlich, nicht zweifelsfrei bestätigt);Am Wasserwerk 2;38304;Wolfenbüttel;NI;+49 5331 408-0;info@stadtwerke-wf.de;https://www.stadtwerke-wf.de;SNB983546347757;https://www.stadtwerke-wf.de/_Resources/Persistent/6/0/8/6/608615b3115a77e9bdc9f4bc577fd45454ea6ef5/TAB_NS_Nord_2023_v2_20240515.pdf;BDEW_Muster;TAB NS Nord 2023 v2.0, Stand 15.05.2024;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-wf.de/netze/hausanschluss/tab.html; MaStR Gesamtdatenexport 2026-09-18 (SNB983546347757)";2026-09-18;Impressum-Abruf ist fehlgeschlagen (Freigabe-Timeout) - exakter Firmenname/Adresse/Telefon der Netzgesellschaft daher nicht verifiziert, bitte nachrecherchieren. | MaStR-Stammdaten ergaenzt: Strasse, PLZ, Telefon, Email | MaStR-Rollen: Anschlussnetzbetreiber
LSW Netz GmbH & Co. KG;GmbH & Co. KG;Heßlinger Straße 1-5;38440;Wolfsburg;NI;05361 189-0;info@lsw.de;https://www.lsw-netz.de;SNB957862279702;https://www.lsw-netz.de/fileadmin/user_upload/lsw-netz/strom/einspeisung/anschlussbedingungen/2024-06-21_Beiblatt_TAB_NS_Nord_2023_FGNAR_final.pdf;BDEW_Muster;Beiblatt zur TAB NS Nord 2023, Stand 21.06.2024;n/a;n/a;n/a;n/a;n/a;"https://www.lsw-netz.de/impressum/ | https://www.lsw-netz.de/strom/themenseite-strom/technische-anschlussbedingungen/; MaStR Gesamtdatenexport 2026-09-18 (SNB957862279702)";2026-09-18;Netzbetreiber für Wolfsburg. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber
Westfalen Weser Netz GmbH;GmbH;Tegelweg 25;33102;Paderborn;NI, NRW;+49 5251 202 0303;info@ww-energie.com;https://www.ww-netz.com;SNB929881052512;https://www.ww-netz.com/fileadmin/WWN/Wir/Unternehmen/Netzdaten/Strom/Netzanschluss/Technische_Anforderungen/Ergaenzende_Bestimmungen_zu_den_TAB_2023_v2.pdf;BDEW_Muster;19.02.2026 (Ergänzende Bestimmungen, Basis BDEW-Bundesmusterwortlaut TAB 2023 v2.0);n/a;n/a - nicht verifiziert;n/a;n/a;n/a;"https://numis.niedersachsen.de/trefferanzeige?docuuid=aade4673-143c-461e-8b3c-536fc7fbcd65 | https://www.ww-netz.com/wir/unternehmen/netzdaten/strom/netzinformation | https://www.ww-netz.com/impressum | WebSearch-Ergebnisse; MaStR Gesamtdatenexport 2026-09-18 (SNB929881052512)";2026-09-18;"[Zusammengeführt aus 2 Regions-Treffern] Laut niedersächsischem Geoportal (NUMIS) betreibt Westfalen Weser Netz GmbH auch ein Stromleitungsnetz in Niedersachsen (vermutlich Raum Hameln-Pyrmont/Holzminden im Grenzgebiet zu NRW/Hessen). Hauptsitz/Adresse laut separater NRW-Recherche: Tegelweg 25, 33102 Paderborn (NRW) - hier nur der Niedersachsen-Bezug relevant, bitte für Ort/Adresse den NRW-Datensatz oder eigene Recherche konsultieren. || Aktiv auch in Niedersachsen/Hessen, hier nur NRW-Teil (Ostwestfalen-Lippe/Kreis Paderborn/Höxter) relevant. Separate ""Haupt""-TAB-NS-PDF nicht eindeutig gefunden, nur Ergänzungen - auf ww-netz.com/fuer-partner/anschlussbedingungen direkt prüfen. Email evtl. allgemeine Konzernadresse, nicht netzspezifisch. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber"
Westnetz GmbH;GmbH;Florianstraße 15-21;44139;Dortmund;NI, NRW, RP, SH;0800 9378689;Kontakt@westnetz.de;https://www.westnetz.de;SNB921897286493;https://www.westnetz.de/content/dam/revu-global/westnetz/documents/bauen/ihr-weg-zum-netzanschluss/niederspannung/tab-niederspannung-01092025.pdf;Regional;01.09.2025;n/a;SNAP Online-Portal (Netzanschluss) / Einspeiseportal - https://www.westnetz.de/de/einspeisen/snap-online-portal.html;n/a;n/a;n/a;"https://www.gelbeseiten.de/gsbiz/4d5fe765-e66a-4306-9815-2d44eb27de4e | https://www.westnetz.de/de/impressum.html | https://www.westnetz.de/de/impressum.html | https://www.aboalarm.de/kuendigung-adresse/energieversorger/westnetz | westnetz.de TAB-Seiten | https://www.westnetz.de/de/impressum.html | westnetz.de TAB-Seiten | https://www.gigaohm.de/bundesland/schleswig-holstein; MaStR Gesamtdatenexport 2026-09-18 (SNB921897286493)";2026-09-18;[Bundesland-Hinweis: Relevanz/Umfang fuer SH nicht verifiziert] [Zusammengeführt aus 4 Regions-Treffern] Rechtssitz der Westnetz GmbH ist Florianstraße 15-21, 44139 Dortmund (NRW, E.ON/Westenergie-Konzern) - siehe ggf. separaten NRW-Datensatz. Die hier angegebene Adresse ist das Regionalzentrum Ems-Vechte in Bad Bentheim (Grafschaft Bentheim, Niedersachsen), zuständig u.a. für Teile von Emsland/Grafschaft Bentheim. || Mit Abstand größter VNB in NRW (E.ON/Westenergie-Konzern), deckt den Großteil der Fläche NRWs ab, außer den Gebieten mit eigenen Stadtwerke-Netzbetreibern. || RWE/Westenergie-Konzern, deckt in RLP Grenzgebiete zu NRW ab (u.a. Kreis Altenkirchen/Betzdorf, Eifel-Randgebiete). Bundesweit einheitliche TAB (gleicher Link wie im NRW-Datensatz). || laut gigaohm.de als VNB in SH gelistet, Westnetz ist jedoch primaer in NRW/RLP taetig (groesster VNB Deutschlands dort) - Praesenz/Umfang in SH NICHT verifiziert, moeglicherweise Datenfehler in Drittquelle oder sehr kleines Randgebiet. Vor Nutzung unbedingt pruefen | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber
Avacon Netz GmbH;GmbH;Schillerstraße 3;38350;Helmstedt;NI, ST;05351 3999609;kundenservice@avacon.de;https://www.avacon-netz.de;SNB990362338043;https://www.avacon-netz.de/content/dam/revu-global/avacon-netz/documents/Energie_anschliessen/Stromnetz/TAB/Technischen_Anschlussbedingungen_NS_NORD.pdf;BDEW_Muster;TAB NS Nord 2023 (Beiblatt der Avacon Netz GmbH dazu vom 07.05.2020 gefunden, Basis-Dokument-Datum nicht exakt verifiziert);n/a;n/a - bei VNBdigital gelistet (https://www.vnbdigital.de/vnb/7137), ob dies das offizielle Anmeldeportal ist wurde nicht verifiziert;n/a;n/a;n/a;"https://www.avacon-netz.de/de/avacon-netz/presse-kontakt/adressen.html | https://www.online-handelsregister.de/handelsregisterauszug/ni/Braunschweig/HRB/203312/Avacon-Netz-GmbH | https://www.kuendigung.org/adresse/e-on-avacon/ | https://www.northdata.de/Avacon+Netz+GmbH , https://www.avacon-netz.de/de/avacon-netz/das-unternehmen-avacon-netz/impressum.html; MaStR Gesamtdatenexport 2026-09-18 (SNB990362338043)";2026-09-18;"[Zusammengeführt aus 2 Regions-Treffern] Größter Flächen-VNB in Niedersachsen (E.ON-Konzern), deckt große Teile der Fläche ab. Telefonnummer stammt aus Drittquelle (kuendigung.org) für ""Avacon"" allgemein, nicht zweifelsfrei als Netzanschluss-Hotline von Avacon Netz GmbH bestätigt - bitte auf avacon-netz.de/telefonnummer.html gegenprüfen. || Gesellschaftssitz laut Handelsregister (Amtsgericht Braunschweig HRB 203312) ist Helmstedt (Niedersachsen); Avacon Netz betreibt aber Teile des Niederspannungsnetzes im Norden Sachsen-Anhalts (u.a. Altmark). Website ist stark JavaScript-basiert - Impressum-Kontaktdaten, TAB-Niederspannung-PDF und Anmeldeportal-Link konnten vom Crawler trotz mehrerer Versuche nicht extrahiert werden, nicht geraten; manuell auf avacon-netz.de pruefen. Fuer Salzwedel/Altmarkkreis Salzwedel konnte keine eigene kommunale Netzgesellschaft bestaetigt werden - Niederspannungsnetz vermutlich bei Avacon Netz, nicht verifizierbar. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber"
Regionetz GmbH;GmbH;Lombardenstraße 12-22;52070;Aachen;NRW;0241 41368-2930;n/a - auf Website verschlüsselt dargestellt;https://www.regionetz.de;SNB911641710114;https://www.regionetz.de/de/Privatkunden/Stromanschluss/Netzanschluss-Strom/Netzanschluss-Strom/TAB-NS-2024.pdf;Unbekannt;2024;n/a;n/a;n/a;n/a;n/a;"https://www.regionetz.de/impressum | WebSearch; MaStR Gesamtdatenexport 2026-09-18 (SNB911641710114)";2026-09-18;"Regionetz ist der tatsächliche Netzbetreiber für die Region Aachen (u.a. STAWAG-Gebiet), STAWAG selbst hat keine eigene ""Netz GmbH"". | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig"
Stadtwerke Ahlen;GmbH (vermutlich, nicht explizit bestätigt);Industriestr. 40;59229;Ahlen;NRW;02382-788-0;info@stadtwerke-ahlen.de;https://www.stadtwerke-ahlen.de;SNB933767388565;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-ahlen.de/; MaStR Gesamtdatenexport 2026-09-18 (SNB933767388565)";2026-09-18;Rechtsform nicht explizit auf Startseite bestätigt. | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig
Bigge Energie GmbH & Co. KG;GmbH & Co. KG;In der Stesse 14;57439;Attendorn;NRW;+49 2761 896-2222;info@bigge-energie.de;https://www.bigge-energie.de;SNB990174285078;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.bigge-energie.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB990174285078)";2026-09-18;Netzbetreiber für Attendorn, Olpe, Drolshagen, Wenden, Finnentrop, Lennestadt, Bergneustadt (Südsauerland). | MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
Stadtwerke Bad Salzuflen GmbH;GmbH;Uferstraße 36-44;32108;Bad Salzuflen;NRW;05222 808-0;info@stwbs.de;https://www.stwbs.de;SNB948413721931;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stwbs.de/footernav/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB948413721931)";2026-09-18;MaStR-Rollen: Anschlussnetzbetreiber, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig
BELKAW GmbH;GmbH;Hermann-Löns-Straße 131;51469;Bergisch Gladbach;NRW;02202 2855800;kundenservice@belkaw.de;https://www.belkaw.de;SNB981122608278;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.belkaw.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB981122608278)";2026-09-18;Netzbetreiber für Bergisch Gladbach, Burscheid, Kürten, Leichlingen, Lindlar, Odenthal. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | Match unsicher (fuzzy_ort, score=85) | TAB/Portal: Website-Recherche noetig
Bielefelder Netz GmbH (Stadtwerke Bielefeld Netz GmbH);GmbH;Schildescher Straße 16;33611;Bielefeld;NRW;(0521) 51 42 65;info@bielefelder-netz.de;https://www.bielefelder-netz.de;SNB918516395612;https://www.bielefelder-netz.de/fileadmin/user_upload/TAB_2023_v2_0.pdf;Unbekannt;Mai 2024 (laut Abruf, bitte verifizieren);n/a;n/a;n/a;n/a;n/a;"https://www.bielefelder-netz.de/impressum | /formulare-dokumente; MaStR Gesamtdatenexport 2026-09-18 (SNB918516395612)";2026-09-18;"Firmierung evtl. Rebranding von ""Stadtwerke Bielefeld Netz GmbH"" zu ""Bielefelder Netz GmbH"" - beide Namen im Umlauf, bei Eintrag ggf. beide vermerken. | MaStR-Rollen: Anschlussnetzbetreiber, Bilanzkreisverantwortlicher, Messstellenbetreiber | TAB/Portal: Website-Recherche noetig"
stadtwerker Unternehmensgruppe GmbH (vormals Bocholter Energie- und Wasserversorgung GmbH);GmbH;Kaiser-Wilhelm-Straße 1;46395;Bocholt;NRW;02871 954-0;info@stadtwerker.de;https://www.stadtwerker.de;SNB918576265276;n/a;Leer;n/a;n/a;n/a;n/a;n/a;n/a;"https://www.stadtwerke-bocholt.de/impressum; MaStR Gesamtdatenexport 2026-09-18 (SNB918576265276)";2026-09-18;"Firma firmiert jetzt als ""stadtwerker Unternehmensgruppe GmbH"" statt ""Bocholter Energie- und Wasserversorgung GmbH"". | MaStR-Rollen: Anschlussnetzbetreiber | TAB/Portal: Website-Recherche noetig"
